id_feature_value;id_lang;value;
"16927";"1";"No";
"16928";"1";"Si";
"16929";"1";"Si";
"16930";"1";"Si";
"16931";"1";"No";
"16932";"1";"No";
"16933";"1";"No";
"16934";"1";"No";
"16936";"1";"No";
"16937";"1";"No";
"16935";"1";"No";
"16938";"1";"No";
"16939";"1";"Si";
"16940";"1";"No";
"16941";"1";"No";
"16943";"1";"No";
"16942";"1";"No";
"16944";"1";"Si";
"16945";"1";"No";
"16946";"1";"No";
"16947";"1";"No";
"16949";"1";"No";
"16950";"1";"No";
"16948";"1";"No";
"16951";"1";"No";
"16952";"1";"No";
"16953";"1";"No";
"16954";"1";"No";
"16957";"1";"Si";
"16956";"1";"Si";
"16955";"1";"No";
"16958";"1";"Si";
"16959";"1";"No";
"16960";"1";"Si";
"16961";"1";"No";
"16962";"1";"No";
"16963";"1";"No";
"16964";"1";"No";
"16965";"1";"No";
"16966";"1";"No";
"16968";"1";"No";
"16967";"1";"No";
"16969";"1";"No";
"16971";"1";"No";
"16972";"1";"No";
"16973";"1";"Si";
"16974";"1";"No";
"16975";"1";"No";
"16976";"1";"No";
"16978";"1";"No";
"16977";"1";"No";
"16979";"1";"No";
"16980";"1";"No";
"16981";"1";"No";
"16982";"1";"No";
"16983";"1";"No";
"16984";"1";"No";
"16985";"1";"No";
"16986";"1";"Si";
"16987";"1";"Si";
"16988";"1";"No";
"16989";"1";"No";
"16990";"1";"No";
"16991";"1";"No";
"16992";"1";"No";
"16994";"1";"No";
"16995";"1";"No";
"16996";"1";"No";
"16997";"1";"No";
"16998";"1";"No";
"16999";"1";"No";
"17000";"1";"No";
"17001";"1";"Si";
"17002";"1";"Si";
"17003";"1";"No";
"17004";"1";"No";
"17005";"1";"No";
"17006";"1";"No";
"17007";"1";"Si";
"17008";"1";"No";
"17009";"1";"No";
"17010";"1";"No";
"17011";"1";"No";
"17012";"1";"Si";
"17013";"1";"No";
"17014";"1";"No";
"17015";"1";"Si";
"17016";"1";"No";
"17017";"1";"No";
"17018";"1";"Si";
"17019";"1";"No";
"17020";"1";"No";
"17021";"1";"No";
"17022";"1";"No";
"17023";"1";"No";
"17024";"1";"No";
"17025";"1";"No";
"17026";"1";"No";
"17028";"1";"Si";
"17029";"1";"Si";
"17027";"1";"No";
"17030";"1";"No";
"17031";"1";"No";
"17032";"1";"No";
"17033";"1";"No";
"17034";"1";"No";
"17035";"1";"No";
"17036";"1";"No";
"17037";"1";"No";
"17038";"1";"No";
"17039";"1";"No";
"17040";"1";"Si";
"17041";"1";"Si";
"17042";"1";"No";
"17043";"1";"No";
"17044";"1";"Si";
"17045";"1";"No";
"17046";"1";"No";
"17047";"1";"No";
"17048";"1";"No";
"17049";"1";"No";
"17050";"1";"No";
"17051";"1";"No";
"17052";"1";"No";
"17054";"1";"Si";
"17055";"1";"Si";
"17053";"1";"No";
"17056";"1";"Si";
"17057";"1";"Si";
"17058";"1";"No";
"17059";"1";"No";
"17060";"1";"No";
"17061";"1";"No";
"17062";"1";"No";
"17063";"1";"No";
"17064";"1";"No";
"17065";"1";"No";
"17066";"1";"No";
"17067";"1";"No";
"17068";"1";"No";
"17069";"1";"No";
"17070";"1";"No";
"17071";"1";"No";
"17072";"1";"No";
"17073";"1";"No";
"17074";"1";"Si";
"17075";"1";"No";
"17076";"1";"No";
"17077";"1";"No";
"17078";"1";"No";
"17079";"1";"No";
"17080";"1";"No";
"17081";"1";"No";
"17082";"1";"Si";
"17083";"1";"No";
"17084";"1";"No";
"17085";"1";"No";
"17086";"1";"Si";
"17087";"1";"No";
"17088";"1";"No";
"17089";"1";"No";
"17091";"1";"No";
"17090";"1";"No";
"17092";"1";"Si";
"17093";"1";"No";
"17094";"1";"No";
"17095";"1";"No";
"16970";"1";"Si";
"16993";"1";"No";
"17096";"1";"No";
"17097";"1";"No";
"17098";"1";"No";
"17099";"1";"No";
"17100";"1";"Si";
"17101";"1";"No";
"17102";"1";"No";
"17103";"1";"No";
"17105";"1";"No";
"17106";"1";"No";
"17104";"1";"No";
"17107";"1";"No";
"17108";"1";"No";
"17109";"1";"No";
"17110";"1";"No";
"17111";"1";"No";
"17112";"1";"No";
"17113";"1";"No";
"17114";"1";"Si";
"17115";"1";"Si";
"17116";"1";"Si";
"17117";"1";"No";
"17118";"1";"No";
"17119";"1";"No";
"17120";"1";"No";
"17121";"1";"No";
"17122";"1";"No";
"17123";"1";"No";
"17124";"1";"Si";
"17125";"1";"No";
"17126";"1";"No";
"17127";"1";"No";
"17128";"1";"Si";
"17129";"1";"Si";
"17130";"1";"No";
"17131";"1";"No";
"17132";"1";"No";
"17133";"1";"No";
"17134";"1";"No";
"17135";"1";"No";
"17136";"1";"No";
"17137";"1";"Si";
"17138";"1";"No";
"17139";"1";"Si";
"17140";"1";"No";
"17141";"1";"No";
"17142";"1";"No";
"17143";"1";"Si";
"17144";"1";"No";
"17145";"1";"No";
"17146";"1";"No";
"17147";"1";"No";
"17148";"1";"No";
"17149";"1";"No";
"17150";"1";"No";
"17151";"1";"Si";
"17152";"1";"No";
"17153";"1";"No";
"17154";"1";"No";
"17155";"1";"No";
"17156";"1";"Si";
"17157";"1";"Si";
"17158";"1";"No";
"17159";"1";"No";
"17160";"1";"No";
"17161";"1";"No";
"17162";"1";"No";
"17163";"1";"No";
"17164";"1";"No";
"17165";"1";"No";
"17166";"1";"No";
"17167";"1";"No";
"17168";"1";"No";
"17169";"1";"No";
"17170";"1";"Si";
"17171";"1";"Si";
"17172";"1";"Si";
"17173";"1";"No";
"17174";"1";"No";
"17177";"1";"No";
"17176";"1";"No";
"17175";"1";"No";
"17178";"1";"No";
"17179";"1";"No";
"17180";"1";"No";
"17181";"1";"No";
"17182";"1";"No";
"17183";"1";"Si";
"17184";"1";"Si";
"17185";"1";"No";
"17186";"1";"No";
"17187";"1";"No";
"17188";"1";"No";
"17189";"1";"Si";
"17190";"1";"No";
"17191";"1";"No";
"17192";"1";"No";
"17193";"1";"No";
"17194";"1";"No";
"17195";"1";"No";
"17196";"1";"Si";
"17197";"1";"Si";
"17198";"1";"No";
"17199";"1";"Si";
"17200";"1";"No";
"17201";"1";"No";
"17202";"1";"No";
"17203";"1";"No";
"17204";"1";"No";
"17205";"1";"No";
"17206";"1";"No";
"17207";"1";"No";
"17208";"1";"No";
"17209";"1";"No";
"17210";"1";"No";
"17211";"1";"Si";
"17212";"1";"Si";
"17213";"1";"No";
"17214";"1";"No";
"17215";"1";"No";
"17216";"1";"No";
"17217";"1";"Si";
"17218";"1";"No";
"17219";"1";"No";
"17220";"1";"No";
"17221";"1";"No";
"17222";"1";"Si";
"17223";"1";"No";
"17224";"1";"Si";
"17225";"1";"No";
"17226";"1";"Si";
"17227";"1";"No";
"17228";"1";"No";
"17229";"1";"No";
"17231";"1";"No";
"17230";"1";"No";
"17232";"1";"No";
"17233";"1";"No";
"17234";"1";"No";
"17235";"1";"No";
"17236";"1";"Si";
"17237";"1";"Si";
"17238";"1";"No";
"17239";"1";"Si";
"17240";"1";"No";
"17241";"1";"No";
"17242";"1";"No";
"17243";"1";"No";
"17244";"1";"No";
"17245";"1";"No";
"17246";"1";"No";
"17247";"1";"No";
"17248";"1";"No";
"17249";"1";"No";
"17250";"1";"Si";
"17251";"1";"No";
"17252";"1";"No";
"17253";"1";"No";
"17254";"1";"No";
"17255";"1";"Si";
"17256";"1";"Si";
"17257";"1";"No";
"17258";"1";"No";
"17259";"1";"No";
"17260";"1";"No";
"17261";"1";"No";
"17262";"1";"No";
"17263";"1";"No";
"17264";"1";"No";
"17265";"1";"Si";
"17266";"1";"Si";
"17267";"1";"No";
"17268";"1";"No";
"17269";"1";"No";
"17272";"1";"No";
"17271";"1";"No";
"17270";"1";"No";
"17273";"1";"No";
"17274";"1";"No";
"17275";"1";"Si";
"17276";"1";"Si";
"17277";"1";"No";
"17278";"1";"No";
"17279";"1";"No";
"17280";"1";"No";
"17281";"1";"No";
"17282";"1";"No";
"17283";"1";"No";
"17284";"1";"No";
"17285";"1";"No";
"17286";"1";"No";
"17287";"1";"Si";
"17288";"1";"Si";
"17289";"1";"No";
"17290";"1";"No";
"17291";"1";"No";
"17292";"1";"No";
"17293";"1";"No";
"17294";"1";"No";
"17295";"1";"No";
"17296";"1";"No";
"17297";"1";"No";
"17298";"1";"No";
"17300";"1";"No";
"17301";"1";"No";
"17302";"1";"No";
"17303";"1";"Si";
"17304";"1";"Si";
"17305";"1";"No";
"17306";"1";"No";
"17307";"1";"No";
"17308";"1";"No";
"17309";"1";"No";
"17310";"1";"No";
"17312";"1";"No";
"17311";"1";"No";
"17313";"1";"No";
"17314";"1";"No";
"17315";"1";"Si";
"17316";"1";"Si";
"17317";"1";"No";
"17318";"1";"No";
"17319";"1";"No";
"17320";"1";"No";
"17321";"1";"No";
"17322";"1";"No";
"17323";"1";"No";
"17324";"1";"Si";
"17325";"1";"No";
"17326";"1";"No";
"17327";"1";"No";
"17328";"1";"Si";
"17329";"1";"No";
"17330";"1";"No";
"17331";"1";"No";
"17332";"1";"No";
"17333";"1";"Si";
"17334";"1";"No";
"17335";"1";"No";
"17336";"1";"No";
"17337";"1";"Si";
"17338";"1";"No";
"17339";"1";"No";
"17340";"1";"No";
"17341";"1";"No";
"17342";"1";"No";
"17344";"1";"No";
"17343";"1";"No";
"17345";"1";"No";
"17346";"1";"No";
"17348";"1";"No";
"17347";"1";"No";
"17349";"1";"No";
"17350";"1";"No";
"17351";"1";"No";
"17352";"1";"Si";
"17353";"1";"No";
"17354";"1";"No";
"17355";"1";"No";
"17358";"1";"No";
"17357";"1";"No";
"17356";"1";"No";
"17359";"1";"No";
"17360";"1";"No";
"17361";"1";"No";
"17362";"1";"No";
"17363";"1";"Si";
"17364";"1";"Si";
"17365";"1";"No";
"17366";"1";"No";
"17367";"1";"No";
"17368";"1";"No";
"17369";"1";"No";
"17370";"1";"No";
"17371";"1";"No";
"17372";"1";"No";
"17373";"1";"No";
"17374";"1";"Si";
"17375";"1";"No";
"17376";"1";"Si";
"17377";"1";"No";
"17378";"1";"No";
"17379";"1";"No";
"17380";"1";"No";
"17381";"1";"No";
"17382";"1";"No";
"17383";"1";"No";
"17384";"1";"No";
"17385";"1";"No";
"17386";"1";"Si";
"17387";"1";"No";
"17388";"1";"No";
"17389";"1";"No";
"17390";"1";"No";
"17391";"1";"No";
"17392";"1";"No";
"17393";"1";"No";
"17394";"1";"No";
"17395";"1";"No";
"17396";"1";"Si";
"17397";"1";"No";
"17398";"1";"No";
"17399";"1";"No";
"17400";"1";"Si";
"17401";"1";"No";
"17402";"1";"No";
"17403";"1";"No";
"17404";"1";"No";
"17405";"1";"No";
"17406";"1";"No";
"17407";"1";"No";
"17408";"1";"No";
"17409";"1";"Si";
"17410";"1";"Si";
"17411";"1";"No";
"17412";"1";"No";
"17413";"1";"No";
"17414";"1";"No";
"17415";"1";"No";
"17416";"1";"Si";
"17417";"1";"Si";
"17418";"1";"No";
"17419";"1";"No";
"17420";"1";"No";
"17421";"1";"No";
"17422";"1";"No";
"17423";"1";"No";
"17424";"1";"No";
"17425";"1";"No";
"17426";"1";"No";
"17427";"1";"No";
"17428";"1";"No";
"17429";"1";"No";
"17430";"1";"No";
"17431";"1";"No";
"17432";"1";"Si";
"17433";"1";"No";
"17434";"1";"No";
"17435";"1";"Si";
"17436";"1";"No";
"17437";"1";"Si";
"17438";"1";"No";
"17439";"1";"No";
"17440";"1";"No";
"17441";"1";"No";
"17442";"1";"No";
"17443";"1";"No";
"17444";"1";"Si";
"17445";"1";"No";
"17446";"1";"No";
"17447";"1";"No";
"17448";"1";"No";
"17449";"1";"No";
"17450";"1";"No";
"17451";"1";"No";
"17452";"1";"No";
"17453";"1";"No";
"17454";"1";"No";
"17455";"1";"No";
"17456";"1";"Si";
"17457";"1";"Si";
"17458";"1";"No";
"17459";"1";"No";
"17460";"1";"Si";
"17461";"1";"No";
"17462";"1";"No";
"17463";"1";"No";
"17464";"1";"No";
"17465";"1";"No";
"17466";"1";"No";
"17467";"1";"No";
"17468";"1";"No";
"17469";"1";"No";
"17470";"1";"Si";
"17471";"1";"Si";
"17472";"1";"Si";
"17299";"1";"No";
"17473";"1";"No";
"17474";"1";"No";
"17475";"1";"No";
"17476";"1";"No";
"17477";"1";"No";
"17478";"1";"No";
"17479";"1";"No";
"17480";"1";"No";
"17481";"1";"No";
"17482";"1";"No";
"17483";"1";"No";
"17484";"1";"Si";
"17485";"1";"No";
"17486";"1";"No";
"17487";"1";"No";
"17489";"1";"No";
"17488";"1";"No";
"17490";"1";"No";
"17491";"1";"No";
"17492";"1";"No";
"17493";"1";"No";
"17494";"1";"No";
"17495";"1";"Si";
"17496";"1";"Si";
"17497";"1";"No";
"17498";"1";"No";
"17499";"1";"Si";
"17500";"1";"No";
"17501";"1";"No";
"17503";"1";"No";
"17502";"1";"No";
"17504";"1";"Si";
"17505";"1";"No";
"17506";"1";"No";
"17507";"1";"Si";
"17508";"1";"Si";
"17509";"1";"No";
"17510";"1";"No";
"17511";"1";"No";
"17512";"1";"No";
"17513";"1";"No";
"17514";"1";"No";
"17515";"1";"No";
"17516";"1";"No";
"17517";"1";"No";
"17518";"1";"Si";
"17519";"1";"No";
"17520";"1";"Si";
"17521";"1";"No";
"17522";"1";"No";
"17523";"1";"No";
"17524";"1";"No";
"17525";"1";"No";
"17526";"1";"No";
"17527";"1";"Si";
"17528";"1";"Si";
"17529";"1";"No";
"17530";"1";"No";
"17531";"1";"No";
"17532";"1";"No";
"17533";"1";"No";
"17534";"1";"No";
"17535";"1";"No";
"17536";"1";"Si";
"17537";"1";"No";
"17538";"1";"No";
"17539";"1";"Si";
"17540";"1";"No";
"17541";"1";"No";
"17542";"1";"No";
"17543";"1";"No";
"17544";"1";"Si";
"17545";"1";"Si";
"17546";"1";"No";
"17547";"1";"No";
"17548";"1";"No";
"17549";"1";"Si";
"17550";"1";"No";
"17551";"1";"No";
"17552";"1";"No";
"17553";"1";"No";
"17554";"1";"Si";
"17555";"1";"Si";
"17556";"1";"No";
"17557";"1";"Si";
"17558";"1";"No";
"17559";"1";"No";
"17560";"1";"Si";
"17561";"1";"No";
"17562";"1";"No";
"17563";"1";"No";
"17564";"1";"No";
"17565";"1";"No";
"17566";"1";"No";
"17567";"1";"No";
"17568";"1";"No";
"17569";"1";"No";
"17570";"1";"No";
"17571";"1";"Si";
"17572";"1";"No";
"17573";"1";"No";
"17574";"1";"No";
"17575";"1";"No";
"17576";"1";"Si";
"17577";"1";"No";
"17578";"1";"No";
"17579";"1";"No";
"17580";"1";"No";
"17581";"1";"No";
"17582";"1";"No";
"17583";"1";"No";
"17584";"1";"No";
"17585";"1";"Si";
"17586";"1";"No";
"17587";"1";"No";
"17588";"1";"No";
"17589";"1";"No";
"17590";"1";"No";
"17591";"1";"No";
"17592";"1";"No";
"17593";"1";"No";
"17594";"1";"No";
"17595";"1";"No";
"17596";"1";"Si";
"17597";"1";"No";
"17598";"1";"No";
"17599";"1";"No";
"17600";"1";"No";
"17601";"1";"Si";
"17602";"1";"No";
"17603";"1";"No";
"17604";"1";"Si";
"17605";"1";"No";
"17606";"1";"No";
"17607";"1";"No";
"17608";"1";"No";
"17609";"1";"No";
"17610";"1";"No";
"17611";"1";"Si";
"17612";"1";"No";
"17613";"1";"No";
"17614";"1";"No";
"17615";"1";"No";
"17616";"1";"No";
"17617";"1";"No";
"17618";"1";"No";
"17619";"1";"Si";
"17620";"1";"No";
"17621";"1";"No";
"17622";"1";"No";
"17623";"1";"No";
"17624";"1";"No";
"17625";"1";"No";
"17626";"1";"No";
"17627";"1";"No";
"17628";"1";"No";
"17629";"1";"No";
"17630";"1";"No";
"17631";"1";"No";
"17632";"1";"No";
"17633";"1";"No";
"17634";"1";"No";
"17635";"1";"No";
"17636";"1";"No";
"17637";"1";"No";
"17638";"1";"No";
"17639";"1";"No";
"17640";"1";"No";
"17641";"1";"No";
"17642";"1";"No";
"17643";"1";"No";
"17644";"1";"No";
"17645";"1";"No";
"17646";"1";"No";
"17647";"1";"No";
"17648";"1";"No";
"17649";"1";"No";
"17650";"1";"No";
"17651";"1";"No";
"17652";"1";"No";
"17653";"1";"No";
"17654";"1";"No";
"17655";"1";"No";
"17656";"1";"No";
"17657";"1";"No";
"17658";"1";"No";
"17659";"1";"No";
"17660";"1";"No";
"17661";"1";"No";
"17662";"1";"No";
"17663";"1";"No";
"17664";"1";"No";
"17665";"1";"No";
"17666";"1";"No";
"17667";"1";"No";
"17668";"1";"No";
"17669";"1";"No";
"17670";"1";"No";
"17671";"1";"No";
"17672";"1";"No";
"17673";"1";"No";
"17674";"1";"No";
"17675";"1";"No";
"17676";"1";"No";
"17677";"1";"No";
"17678";"1";"No";
"17679";"1";"No";
"17680";"1";"No";
"17681";"1";"No";
"17682";"1";"No";
"17683";"1";"No";
"17684";"1";"No";
"17685";"1";"No";
"17686";"1";"No";
"17687";"1";"No";
"17688";"1";"No";
"17689";"1";"No";
"17690";"1";"No";
"17691";"1";"No";
"17692";"1";"No";
"17693";"1";"No";
"17694";"1";"No";
"17695";"1";"No";
"17696";"1";"No";
"17697";"1";"No";
"17698";"1";"No";
"17699";"1";"No";
"17700";"1";"No";
"17701";"1";"No";
"17702";"1";"No";
"17703";"1";"No";
"17704";"1";"No";
"17705";"1";"No";
"17706";"1";"No";
"17707";"1";"No";
"17708";"1";"No";
"17709";"1";"No";
"17710";"1";"No";
"17711";"1";"No";
"17712";"1";"No";
"17713";"1";"No";
"17714";"1";"No";
"17715";"1";"No";
"17716";"1";"No";
"17717";"1";"No";
"17718";"1";"No";
"17719";"1";"No";
"17720";"1";"No";
"17721";"1";"No";
"17722";"1";"No";
"17723";"1";"No";
"17724";"1";"No";
"17725";"1";"No";
"17726";"1";"No";
"17727";"1";"No";
"17728";"1";"No";
"17729";"1";"No";
"17730";"1";"No";
"17731";"1";"No";
"17732";"1";"No";
"17733";"1";"No";
"17734";"1";"No";
"17735";"1";"No";
"17736";"1";"No";
"17737";"1";"No";
"17738";"1";"No";
"17739";"1";"No";
"17740";"1";"No";
"17741";"1";"No";
"17742";"1";"No";
"17743";"1";"No";
"17744";"1";"No";
"17745";"1";"No";
"17746";"1";"No";
"17747";"1";"No";
"17748";"1";"No";
"17749";"1";"No";
"17750";"1";"No";
"17751";"1";"No";
"17752";"1";"No";
"17753";"1";"No";
"17754";"1";"No";
"17755";"1";"No";
"17756";"1";"No";
"17757";"1";"No";
"17758";"1";"No";
"17759";"1";"No";
"17760";"1";"No";
"17761";"1";"No";
"17762";"1";"No";
"17763";"1";"No";
"17764";"1";"No";
"17765";"1";"No";
"17766";"1";"No";
"17767";"1";"No";
"17768";"1";"No";
"17769";"1";"No";
"17770";"1";"No";
"17771";"1";"No";
"17772";"1";"No";
"17773";"1";"No";
"17774";"1";"No";
"17775";"1";"No";
"17776";"1";"No";
"17777";"1";"No";
"17778";"1";"No";
"17779";"1";"No";
"17780";"1";"No";
"17781";"1";"No";
"17782";"1";"No";
"17783";"1";"No";
"17784";"1";"No";
"17785";"1";"No";
"17786";"1";"No";
"17787";"1";"No";
"17788";"1";"No";
"17789";"1";"No";
"17790";"1";"No";
"17791";"1";"No";
"17792";"1";"No";
"17793";"1";"No";
"17794";"1";"No";
"17795";"1";"No";
"17796";"1";"No";
"17797";"1";"No";
"17798";"1";"No";
"17799";"1";"No";
"17800";"1";"No";
"17801";"1";"No";
"17802";"1";"Si";
"17803";"1";"No";
"17804";"1";"Si";
"17805";"1";"No";
"17806";"1";"Si";
"17807";"1";"Si";
"17808";"1";"Si";
"17809";"1";"Si";
"17810";"1";"Si";
"17811";"1";"No";
"17812";"1";"No";
"17813";"1";"No";
"17814";"1";"Si";
"17815";"1";"No";
"17816";"1";"Si";
"17817";"1";"No";
"17818";"1";"Si";
"17819";"1";"No";
"17820";"1";"Si";
"17821";"1";"No";
"17822";"1";"Si";
"17823";"1";"No";
"17824";"1";"No";
"17825";"1";"No";
"17826";"1";"Si";
"17827";"1";"No";
"17828";"1";"No";
"17829";"1";"No";
"17830";"1";"Si";
"17831";"1";"No";
"17832";"1";"Si";
"17833";"1";"No";
"17834";"1";"Si";
"17835";"1";"No";
"17836";"1";"Si";
"17837";"1";"No";
"17838";"1";"Si";
"17839";"1";"No";
"17840";"1";"Si";
"17841";"1";"No";
"17842";"1";"Si";
"17843";"1";"No";
"17844";"1";"Si";
"17845";"1";"No";
"17846";"1";"Si";
"17847";"1";"No";
"17848";"1";"Si";
"17849";"1";"No";
"17850";"1";"No";
"17851";"1";"No";
"17852";"1";"Si";
"17853";"1";"No";
"17854";"1";"No";
"17855";"1";"No";
"17856";"1";"Si";
"17857";"1";"No";
"17858";"1";"No";
"17859";"1";"No";
"17860";"1";"Si";
"17861";"1";"No";
"17862";"1";"Si";
"17863";"1";"No";
"17864";"1";"Si";
"17865";"1";"No";
"17866";"1";"No";
"17867";"1";"No";
"17868";"1";"No";
"17869";"1";"No";
"17870";"1";"Si";
"17871";"1";"No";
"17872";"1";"No";
"17873";"1";"No";
"17874";"1";"No";
"17875";"1";"No";
"17876";"1";"No";
"17877";"1";"No";
"17878";"1";"Si";
"17879";"1";"No";
"17880";"1";"No";
"17881";"1";"No";
"17882";"1";"Si";
"17883";"1";"No";
"17884";"1";"Si";
"17885";"1";"No";
"17886";"1";"Si";
"17887";"1";"No";
"17888";"1";"Si";
"17889";"1";"No";
"17890";"1";"Si";
"17891";"1";"No";
"17892";"1";"Si";
"17893";"1";"No";
"17894";"1";"Si";
"17895";"1";"No";
"17896";"1";"Si";
"17897";"1";"No";
"17898";"1";"No";
"17899";"1";"Si";
"17900";"1";"No";
"17901";"1";"Si";
"17902";"1";"Si";
"17903";"1";"Si";
"17904";"1";"No";
"17905";"1";"Si";
"17906";"1";"No";
"17907";"1";"No";
"17908";"1";"Si";
"17909";"1";"Si";
"17910";"1";"No";
"17911";"1";"Si";
"17912";"1";"Si";
"17913";"1";"No";
"17914";"1";"No";
"17915";"1";"Si";
"17916";"1";"No";
"17917";"1";"Si";
"17918";"1";"No";
"17919";"1";"Si";
"17920";"1";"Si";
"17921";"1";"No";
"17922";"1";"No";
"17923";"1";"No";
"17924";"1";"Si";
"17925";"1";"No";
"17926";"1";"Si";
"17927";"1";"No";
"17928";"1";"No";
"17929";"1";"Si";
"17930";"1";"No";
"17931";"1";"No";
"17932";"1";"Si";
"17933";"1";"No";
"17934";"1";"No";
"17935";"1";"Si";
"17936";"1";"Si";
"17937";"1";"Si";
"17938";"1";"No";
"17939";"1";"Si";
"17940";"1";"Si";
"17941";"1";"Si";
"17942";"1";"No";
"17943";"1";"Si";
"17944";"1";"Si";
"17945";"1";"No";
"17946";"1";"Si";
"17947";"1";"Si";
"17948";"1";"Si";
"17949";"1";"Si";
"17950";"1";"Si";
"17951";"1";"No";
"17952";"1";"Si";
"17953";"1";"Si";
"17954";"1";"No";
"17955";"1";"Si";
"17956";"1";"No";
"17957";"1";"Si";
"17958";"1";"No";
"17959";"1";"No";
"17960";"1";"No";
"17961";"1";"Si";
"17962";"1";"No";
"17963";"1";"Si";
"17964";"1";"Si";
"17965";"1";"No";
"17966";"1";"No";
"17967";"1";"No";
"17968";"1";"Si";
"17969";"1";"Si";
"17970";"1";"No";
"17971";"1";"Si";
"17972";"1";"Si";
"17973";"1";"No";
"17974";"1";"Si";
"17975";"1";"Si";
"17976";"1";"Si";
"17977";"1";"Si";
"17978";"1";"No";
"17979";"1";"No";
"17980";"1";"Si";
"17981";"1";"Si";
"17982";"1";"No";
"17983";"1";"Si";
"17984";"1";"Si";
"17985";"1";"Si";
"17986";"1";"Si";
"17987";"1";"Si";
"17988";"1";"No";
"17989";"1";"Si";
"17990";"1";"Si";
"17991";"1";"No";
"17992";"1";"Si";
"17993";"1";"Si";
"17994";"1";"Si";
"17995";"1";"No";
"17996";"1";"Si";
"17997";"1";"Si";
"17998";"1";"Si";
"17999";"1";"No";
"18000";"1";"No";
"18001";"1";"Si";
"18002";"1";"No";
"18003";"1";"Si";
"18004";"1";"Si";
"18005";"1";"No";
"18006";"1";"No";
"18007";"1";"Si";
"18008";"1";"Si";
"18009";"1";"No";
"18010";"1";"Si";
"18011";"1";"No";
"18012";"1";"Si";
"18013";"1";"Si";
"18014";"1";"No";
"18015";"1";"Si";
"18016";"1";"Si";
"18017";"1";"Si";
"18018";"1";"No";
"18019";"1";"Si";
"18020";"1";"Si";
"18021";"1";"No";
"18022";"1";"No";
"18023";"1";"No";
"18024";"1";"Si";
"18025";"1";"Si";
"18026";"1";"No";
"18027";"1";"No";
"18028";"1";"No";
"18029";"1";"Si";
"18030";"1";"No";
"18031";"1";"Si";
"18032";"1";"No";
"18033";"1";"No";
"18034";"1";"Si";
"18035";"1";"No";
"18036";"1";"Si";
"18037";"1";"No";
"18038";"1";"No";
"18039";"1";"No";
"18040";"1";"No";
"18041";"1";"No";
"18042";"1";"No";
"18043";"1";"Si";
"18044";"1";"No";
"18045";"1";"No";
"18046";"1";"No";
"18047";"1";"No";
"18048";"1";"No";
"18049";"1";"Si";
"18050";"1";"No";
"18051";"1";"No";
"18052";"1";"Si";
"18053";"1";"No";
"18054";"1";"No";
"18055";"1";"No";
"18056";"1";"No";
"18057";"1";"No";
"18058";"1";"No";
"18059";"1";"No";
"18060";"1";"No";
"18061";"1";"No";
"18062";"1";"No";
"18063";"1";"Si";
"18064";"1";"No";
"18065";"1";"No";
"18066";"1";"No";
"18067";"1";"Si";
"18068";"1";"Si";
"18069";"1";"No";
"18070";"1";"No";
"18071";"1";"Si";
"18072";"1";"No";
"18073";"1";"Si";
"18074";"1";"No";
"18075";"1";"No";
"18076";"1";"No";
"18077";"1";"No";
"18078";"1";"No";
"18079";"1";"Si";
"18080";"1";"No";
"18081";"1";"No";
"18082";"1";"No";
"18083";"1";"No";
"18084";"1";"No";
"18085";"1";"No";
"18086";"1";"No";
"18087";"1";"No";
"18088";"1";"Si";
"18089";"1";"No";
"18090";"1";"No";
"18091";"1";"No";
"18092";"1";"No";
"18093";"1";"No";
"18094";"1";"No";
"18095";"1";"No";
"18096";"1";"Frasco";
"18097";"1";"No";
"18098";"1";"No";
"18099";"1";"No";
"18100";"1";"Tubo";
"18101";"1";"No";
"18102";"1";"No";
"18103";"1";"No";
"18104";"1";"No";
"18105";"1";"No";
"18106";"1";"No";
"18107";"1";"No";
"18108";"1";"No";
"18109";"1";"No";
"18110";"1";"No";
"18111";"1";"No";
"18112";"1";"No";
"18113";"1";"No";
"18114";"1";"No";
"18115";"1";"No";
"18116";"1";"No";
"18117";"1";"No";
"18118";"1";"No";
"18119";"1";"No";
"18120";"1";"No";
"18121";"1";"No";
"18122";"1";"No";
"18123";"1";"No";
"18124";"1";"No";
"18125";"1";"No";
"18126";"1";"No";
"18127";"1";"No";
"18128";"1";"No";
"18129";"1";"No";
"18130";"1";"No";
"18131";"1";"No";
"18132";"1";"No";
"18133";"1";"No";
"18134";"1";"No";
"18135";"1";"No";
"18136";"1";"No";
"18137";"1";"Si";
"18138";"1";"No";
"18139";"1";"No";
"18140";"1";"No";
"18141";"1";"No";
"18142";"1";"No";
"18143";"1";"No";
"18144";"1";"No";
"18145";"1";"No";
"18146";"1";"No";
"18147";"1";"No";
"18148";"1";"No";
"18149";"1";"No";
"18150";"1";"No";
"18151";"1";"No";
"18152";"1";"No";
"18153";"1";"No";
"18154";"1";"No";
"18155";"1";"No";
"18156";"1";"No";
"18157";"1";"No";
"18158";"1";"No";
"18159";"1";"No";
"18160";"1";"No";
"18161";"1";"No";
"18162";"1";"No";
"18163";"1";"No";
"18164";"1";"No";
"18165";"1";"No";
"18166";"1";"No";
"18167";"1";"Si";
"18168";"1";"No";
"18169";"1";"No";
"18170";"1";"No";
"18171";"1";"No";
"18172";"1";"No";
"18173";"1";"No";
